Frame,T,Caos_Original,Caos_Fenix,Ruido_Vibracional,Fluxo_Qiskit,q0_x,q0_y,q0_z,q0_S,q0_VR_Ganho,q0_Torque,q1_x,q1_y,q1_z,q1_S,q1_VR_Ganho,q1_Torque,q2_x,q2_y,q2_z,q2_S,q2_VR_Ganho,q2_Torque,q3_x,q3_y,q3_z,q3_S,q3_VR_Ganho,q3_Torque,q4_x,q4_y,q4_z,q4_S,q4_VR_Ganho,q4_Torque,q5_x,q5_y,q5_z,q5_S,q5_VR_Ganho,q5_Torque,q6_x,q6_y,q6_z,q6_S,q6_VR_Ganho,q6_Torque,q7_x,q7_y,q7_z,q7_S,q7_VR_Ganho,q7_Torque,q8_x,q8_y,q8_z,q8_S,q8_VR_Ganho,q8_Torque,q9_x,q9_y,q9_z,q9_S,q9_VR_Ganho,q9_Torque,q10_x,q10_y,q10_z,q10_S,q10_VR_Ganho,q10_Torque,q11_x,q11_y,q11_z,q11_S,q11_VR_Ganho,q11_Torque,q12_x,q12_y,q12_z,q12_S,q12_VR_Ganho,q12_Torque,q13_x,q13_y,q13_z,q13_S,q13_VR_Ganho,q13_Torque
674,33.70000000,5.61666667,2.48710000,0.00000000,0.05000000,6.74295440,-18.15152797,0.00000189,0.97750995,0.23992632,-0.25424430,13.81158565,-13.57070108,0.00000189,0.95971763,0.59708919,-1.17710834,11.91995915,-15.26042603,0.00000189,0.99451945,0.10582545,-0.02551831,15.64440887,-11.41155270,0.00000189,0.99867141,0.08728771,-0.00423821,14.76806273,12.52363531,0.00000189,0.97067892,0.33808381,-0.47420938,12.51480446,14.77605324,0.00000189,0.98301684,0.18308322,-0.14450493,7.28392970,17.94052458,0.00000189,0.95495764,0.77010100,-1.71414193,-7.43534616,17.87901171,0.00000189,0.97588587,0.26010909,-0.29664032,-1.20637831,19.32654014,0.00000189,0.99820837,0.08917072,-0.00623281,-18.48475167,5.76702805,0.00000189,0.97689576,0.24735413,-0.26965700,-19.21790925,-2.36555152,0.00000189,0.95975384,0.59594509,-1.17370984,-15.39738466,-11.74146616,0.00000189,0.97427761,0.28190013,-0.34417120,-9.30355505,-16.98144256,0.00000189,0.96112116,0.55441866,-1.05187903,-1.23338918,-19.32366067,0.00000189,0.96077706,0.56456848,-1.08137808
675,33.75000000,5.62500000,2.48710000,0.00000000,0.05000000,-6.65863906,-18.08488470,0.00000181,0.99940957,0.08465756,-0.00152038,4.21789436,-18.80446016,0.00000181,0.99674423,0.09721384,-0.01519043,19.06966642,-2.77883708,0.00000181,0.96702239,0.50021191,-0.89756853,18.11407586,6.57701548,0.00000181,0.97041149,0.41104863,-0.65687884,15.91459656,10.86793159,0.00000181,0.98199042,0.21425088,-0.20278682,11.68071393,15.32808627,0.00000181,0.98565093,0.17539796,-0.13091742,12.68831141,14.50537283,0.00000181,0.99764254,0.09277289,-0.01015855,-10.36084422,16.24897212,0.00000181,0.96956654,0.43156243,-0.71067840,-16.40702181,10.10882453,0.00000181,0.97264416,0.36169472,-0.53174378,-17.85747021,7.24562985,0.00000181,0.98453259,0.18640059,-0.15047054,-18.45170094,-5.55953836,0.00000181,0.96655859,0.51393859,-0.93611268,-17.14537520,-8.79803013,0.00000181,0.96102965,0.71246183,-1.53041863,-16.21818069,-10.40993403,0.00000181,0.99399389,0.11228200,-0.03372483,-2.32834685,-19.13024500,0.00000181,0.98340271,0.19826894,-0.17228959
676,33.80000000,5.63333333,2.48710000,0.00000000,-0.05000000,-3.08695762,-18.93363970,0.00000172,0.99766167,0.09565574,-0.01340141,8.52458482,-17.18555404,0.00000172,0.99404525,0.11677822,-0.03966037,18.70047976,-4.27823252,0.00000172,0.98355377,0.21159236,-0.19762859,17.84836021,7.03185221,0.00000172,0.97812475,0.29054807,-0.36350870,18.75111007,4.05040065,0.00000172,0.95996623,0.88353453,-2.08803513,10.18350166,16.25754229,0.00000172,0.98654908,0.17813468,-0.13571807,-2.78177783,18.98084915,0.00000172,0.97838268,0.28615992,-0.35366377,-6.87443181,17.90955842,0.00000172,0.96385555,0.69138196,-1.46437269,-16.91256004,9.05406651,0.00000172,0.97636422,0.32248602,-0.43709901,-19.17816601,0.45678992,0.00000172,0.97462698,0.35769740,-0.52189199,-19.00186167,-2.63450275,0.00000172,0.98592573,0.18460109,-0.14722710,-17.26230494,-8.36805649,0.00000172,0.98925496,0.15273987,-0.09287821,-4.60891285,-18.62172204,0.00000172,0.97287972,0.39727924,-0.62133843,-4.83589492,-18.56409721,0.00000172,0.99002111,0.14627285,-0.08261761
677,33.85000000,5.64166667,2.48710000,0.00000000,-0.05000000,8.35436567,-17.17639737,0.00000162,0.98507831,0.18729235,-0.15208428,13.92301653,-13.07562211,0.00000162,0.98731219,0.16569807,-0.11425080,19.01259892,-1.82977980,0.00000162,0.98134192,0.23041477,-0.23484467,17.61959945,-7.37308269,0.00000162,0.99949489,0.08644579,-0.00335947,19.04346216,1.46955491,0.00000162,0.99897801,0.08881393,-0.00585179,3.11693497,18.84462576,0.00000162,0.97099962,0.41535716,-0.66809513,-3.20100489,18.83033971,0.00000162,0.97993548,0.24929620,-0.27372386,-6.26391318,18.04397410,0.00000162,0.98816187,0.15819668,-0.10174954,-7.79932147,17.43518397,0.00000162,0.99643671,0.10150931,-0.02025063,-18.67002924,4.03165367,0.00000162,0.98486245,0.18953288,-0.15615751,-18.12222734,6.03313889,0.00000162,0.99790993,0.09392988,-0.01144942,-11.47785871,-15.26728436,0.00000162,0.97603903,0.31077524,-0.40973063,-6.66208563,-17.90091366,0.00000162,0.98249950,0.21602014,-0.20623796,2.96367218,-18.86913905,0.00000162,0.98039589,0.24293938,-0.26046907
678,33.90000000,5.65000000,2.48710000,0.00000000,-0.05000000,10.95173397,-15.55292172,0.00000153,0.98077375,0.21280811,-0.19998335,16.52160770,-9.42869142,0.00000153,0.95943273,0.64405125,-1.31845215,19.01394789,0.55525241,0.00000153,0.97744066,0.25155153,-0.27846568,18.74381394,-3.23758539,0.00000153,0.99600307,0.10158119,-0.02033687,14.57666982,12.22241542,0.00000153,0.95729204,0.72332806,-1.56470876,7.45201685,17.50131629,0.00000153,0.98450334,0.17690206,-0.13355060,-6.77341416,17.77564471,0.00000153,0.96732799,0.42317093,-0.68855028,-1.99765105,18.91776440,0.00000153,0.95323833,0.90357187,-2.15565176,-16.93561818,8.66143474,0.00000153,0.97951437,0.22663733,-0.22724831,-18.76586258,3.10992061,0.00000153,0.98409089,0.18053268,-0.13995913,-18.28191073,-5.25364132,0.00000153,0.98423201,0.17928150,-0.13774232,-18.68881289,-3.54087078,0.00000153,0.99816432,0.09174792,-0.00902703,-2.65549230,-18.83588446,0.00000153,0.97482533,0.28723810,-0.35607650,-4.81579508,-18.40177768,0.00000153,0.99258759,0.11949880,-0.04333637
679,33.95000000,5.65833333,2.48710000,0.00000000,-0.05000000,4.92975521,-18.29692399,0.00000143,0.94804033,0.86920596,-2.03996105,13.42629975,-13.36979513,0.00000143,0.98973214,0.12927760,-0.05705108,18.47468971,4.21207424,0.00000143,0.96405307,0.40424114,-0.63924927,15.89779834,10.31144767,0.00000143,0.95728913,0.55551746,-1.05506361,13.94354580,12.83170249,0.00000143,0.95125523,0.74264035,-1.62605307,9.03696035,16.65565577,0.00000143,0.94962421,0.80417093,-1.82478975,7.68241191,17.32234959,0.00000143,0.94583282,0.96946927,-2.38110718,-7.40727040,17.43995632,0.00000143,0.98788842,0.13984240,-0.07269858,-10.63405959,15.68201513,0.00000143,0.99511200,0.10307758,-0.02214381,-18.76560448,-2.63008516,0.00000143,0.95774307,0.54365782,-1.02080715,-17.90768848,-6.19206951,0.00000143,0.98305467,0.17222321,-0.12540193,-9.13973098,-16.59905496,0.00000143,0.95903504,0.51137148,-0.92887614,-14.03677618,-12.72995452,0.00000143,0.94611122,0.95616503,-2.33521819,4.68426800,-18.36007089,0.00000143,0.97806331,0.21432239,-0.20292604
680,34.00000000,5.66666667,2.48710000,0.00000000,0.05000000,15.11772008,-11.30880555,0.00000132,0.96747569,0.29487514,-0.37328147,17.45391214,-7.19828833,0.00000132,0.94846452,0.66664881,-1.38770156,18.64173572,2.98955720,0.00000132,0.95099230,0.59620541,-1.17448290,16.32412814,9.48409162,0.00000132,0.97646456,0.20423960,-0.18353758,18.00548436,5.67493162,0.00000132,0.99832676,0.08741476,-0.00437152,9.30240917,16.42940336,0.00000132,0.94300104,0.85166939,-1.98144555,-6.33157541,17.78662699,0.00000132,0.94985916,0.62673321,-1.26591689,-15.07646253,11.36373838,0.00000132,0.96773532,0.29171723,-0.36614295,-18.68660015,2.69300695,0.00000132,0.96099685,0.38699053,-0.59509274,-18.83998395,1.21433553,0.00000132,0.98177499,0.16525864,-0.11350897,-17.24748304,-7.67987659,0.00000132,0.94676835,0.71894106,-1.55084508,-9.66476711,-16.21865362,0.00000132,0.95033629,0.61367732,-1.22662681,1.50538509,-18.81951861,0.00000132,0.96180732,0.37392510,-0.56215908,-6.07178590,-17.87559724,0.00000132,0.99713518,0.09141254,-0.00865927
681,34.05000000,5.67500000,2.48710000,0.00000000,0.05000000,12.42893459,-14.12581439,0.00000121,0.94461764,0.72047201,-1.55568011,18.22850046,-4.66243776,0.00000121,0.94786676,0.62684603,-1.26625760,18.68143083,2.23970254,0.00000121,0.97710270,0.19195869,-0.16059741,18.76359227,-1.39157195,0.00000122,0.99860648,0.08632071,-0.00322962,17.21831839,7.58541799,0.00000122,0.99737383,0.09023385,-0.00737656,-2.30798618,18.67316570,0.00000121,0.96527429,0.30542926,-0.39738269,2.44178149,18.65602744,0.00000122,0.99339624,0.10423585,-0.02355739,-11.17825118,15.13466028,0.00000121,0.98293813,0.15367539,-0.09438546,-18.72064263,1.88453468,0.00000121,0.96518199,0.30656086,-0.39998866,-17.75256177,-6.23380713,0.00000121,0.96604565,0.29614787,-0.37616810,-16.48198311,-9.07501943,0.00000121,0.97961456,0.17433972,-0.12907250,-17.40176427,-7.15454672,0.00000122,0.99813792,0.08778601,-0.00476211,2.23653662,-18.68185681,0.00000121,0.96558806,0.30161632,-0.38863277,9.60263215,-16.18040282,0.00000121,0.95166502,0.53380097,-0.99253233
682,34.10000000,5.68333333,2.48710000,0.00000000,0.05000000,5.27614024,-17.99970734,0.00000110,0.99702118,0.09161347,-0.00887946,11.66416654,-14.68758040,0.00000110,0.93862004,0.99072785,-2.45481019,16.87439840,8.18863047,0.00000110,0.96371282,0.33577211,-0.46866311,11.42473651,14.87520752,0.00000110,0.96064944,0.38122729,-0.58051023,13.99313606,12.49053944,0.00000110,0.99028620,0.11778323,-0.04101101,0.61325718,18.74589981,0.00000110,0.94696207,0.68388412,-1.44103495,-7.70707936,17.10004931,0.00000110,0.97764781,0.19161151,-0.15996010,-14.37078874,12.05261025,0.00000110,0.94712656,0.67898107,-1.42581814,-18.75323707,-0.33338033,0.00000110,0.95903881,0.40776737,-0.64836706,-18.71867158,-1.18077660,0.00000110,0.94465875,0.75672071,-1.67109583,-18.72013179,-1.17632250,0.00000110,0.99696039,0.09181925,-0.00910541,-8.92696959,-16.49608098,0.00000110,0.97849448,0.18534726,-0.14856988,-4.01397487,-18.32130471,0.00000110,0.94383184,0.78488461,-1.76197290,8.34177328,-16.79953300,0.00000110,0.97614612,0.20329448,-0.18174533
683,34.15000000,5.69166667,2.48710000,0.00000000,0.05000000,17.15194765,-7.45861788,0.00000099,0.97009636,0.28600693,-0.35332173,18.68553990,-0.80352788,0.00000099,0.95395371,0.59294093,-1.16479658,16.11373148,9.49482804,0.00000099,0.95973973,0.45436867,-0.77163326,15.35921865,10.67406549,0.00000099,0.98352084,0.16082516,-0.10609034,4.69729713,18.10418082,0.00000099,0.97372707,0.24412676,-0.26293241,-4.23744366,18.21722921,0.00000099,0.97206691,0.26239115,-0.30153493,-12.54888962,13.86878104,0.00000099,0.96845183,0.30747464,-0.40209607,-17.57371598,6.40110969,0.00000099,0.96332079,0.38641961,-0.59364431,-18.62548978,-1.70417889,0.00000099,0.96549404,0.35059203,-0.50449069,-18.67142696,1.10884689,0.00000099,0.99020930,0.12188779,-0.04661545,-17.43011955,-6.78037390,0.00000099,0.94594271,0.86532202,-2.02697049,-2.37292286,-18.55199097,0.00000099,0.96167855,0.41611044,-0.67006074,-3.85013615,-18.30367800,0.00000099,0.98793847,0.13382449,-0.06368358,13.05364890,-13.39442646,0.00000099,0.96249605,0.40103396,-0.63098315
684,34.20000000,5.70000000,2.48710000,0.00000000,-0.05000000,17.81769446,-5.53226159,0.00000088,0.97213981,0.31257848,-0.41391651,18.20873584,-4.06721614,0.00000088,0.98621599,0.15857700,-0.10237493,16.55417730,8.60310092,0.00000088,0.95930524,0.59857824,-1.18153478,11.46356317,14.71985871,0.00000088,0.97876407,0.22616566,-0.22630419,15.37092995,10.57630096,0.00000087,0.99980651,0.08493102,-0.00179919,-5.45310237,17.84227969,0.00000088,0.97628666,0.25503138,-0.28582165,-2.56435649,18.47876399,0.00000088,0.95144406,0.90532160,-2.16157749,-17.37441605,6.79602385,0.00000088,0.96055351,0.56115376,-1.07143313,-18.61454301,-1.25794216,0.00000088,0.97649640,0.25244055,-0.28034040,-15.60706436,-10.22240746,0.00000088,0.97325762,0.29580750,-0.37539559,-14.80710605,-11.35125913,0.00000088,0.98689499,0.15359956,-0.09426307,-1.09245751,-18.62444888,0.00000088,0.96479976,0.45152274,-0.76396314,-7.08283029,-17.26127618,0.00000087,0.99660777,0.09812275,-0.01624560,13.39862990,-12.98215244,0.00000088,0.96247194,0.50844696,-0.92064777
685,34.25000000,5.70833333,2.48710000,0.00000000,0.05000000,18.28764349,-3.48264218,0.00000076,0.97022169,0.40440780,-0.63967952,18.25765079,3.63584938,0.00000076,0.96574011,0.52231197,-0.95980560,14.18063168,12.06146631,0.00000076,0.97233126,0.35907538,-0.52528314,13.00599844,13.32030067,0.00000076,0.98631221,0.16721161,-0.11681484,4.40510598,18.08730446,0.00000076,0.96110856,0.68366728,-1.44036124,3.77336433,18.23068212,0.00000076,0.99418711,0.11059567,-0.03154472,-14.97248315,11.06309066,0.00000076,0.97065096,0.39471023,-0.61475985,-18.23117513,3.76675257,0.00000076,0.96815619,0.45476441,-0.77270122,-17.57661136,6.13646429,0.00000076,0.99207365,0.12342928,-0.04875618,-17.47242693,-6.42655247,0.00000076,0.98620940,0.16812969,-0.11837681,-13.18368909,-13.14447321,0.00000076,0.98666239,0.16412447,-0.11159968,-7.86865354,-16.87118186,0.00000076,0.95861344,0.79201738,-1.78515018,-3.52455088,-18.27915966,0.00000076,0.95669495,0.88777002,-2.10229041,14.60639081,-11.54193514,0.00000076,0.96713331,0.48214693,-0.84741838
686,34.30000000,5.71666667,2.48710000,0.00000000,0.05000000,18.40606507,-2.55297459,0.00000064,0.97631794,0.31431839,-0.41796525,17.62682165,5.88182560,0.00000064,0.97555307,0.32892619,-0.45233210,18.09564020,4.22428833,0.00000064,0.96036611,0.83508057,-1.92642476,10.73156831,15.17007035,0.00000064,0.96342366,0.68900258,-1.45695778,12.11379075,14.09086030,0.00000064,0.95828443,0.95323644,-2.32514166,-9.42185106,16.01648443,0.00000064,0.96908958,0.48556264,-0.85684958,-15.78715935,9.80130082,0.00000064,0.97238309,0.39765480,-0.62230155,-18.47251771,2.01650234,0.00000064,0.97352512,0.37127645,-0.55553786,-17.52994765,-6.16451305,0.00000064,0.97388890,0.36327096,-0.53564075,-16.11080894,-9.25985615,0.00000064,0.98482776,0.19134664,-0.15947429,-10.46056530,-15.35819753,0.00000064,0.96367688,0.67819223,-1.42337322,-3.96599172,-18.15401712,0.00000064,0.96278319,0.71717498,-1.54527153,7.88489963,-16.82647819,0.00000064,0.98059178,0.24446797,-0.26364136,13.62438233,-12.63622460,0.00000064,0.96487398,0.62947801,-1.27421182
687,34.35000000,5.72500000,2.48710000,0.00000000,0.05000000,18.54388044,-0.62185498,0.00000051,0.97015948,0.43496188,-0.71968929,17.90525877,4.86502598,0.00000051,0.96465605,0.60445644,-1.19904473,11.96870740,14.17785492,0.00000051,0.97097788,0.41444502,-0.66571683,6.64591907,17.32299318,0.00000051,0.97965283,0.25069311,-0.27665846,9.92678569,15.67481123,0.00000052,0.99599446,0.10162501,-0.02038947,-6.47480772,17.38754557,0.00000052,0.98502705,0.18514661,-0.14820852,-12.03376390,14.12219121,0.00000052,0.98758119,0.16065451,-0.10580719,-18.54743027,0.50294383,0.00000051,0.97267168,0.37519141,-0.56533130,-18.17820664,3.71430589,0.00000052,0.99299934,0.11942631,-0.04323762,-18.53328313,0.86919274,0.00000052,0.99925237,0.08543050,-0.00231072,-4.72692669,-17.94200148,0.00000051,0.97371959,0.35290820,-0.51014740,2.91806651,-18.32345116,0.00000051,0.96802615,0.49371284,-0.87945008,8.64125695,-16.41894227,0.00000051,0.98127590,0.22861502,-0.23121760,9.54146415,-15.91325155,0.00000051,0.95941846,0.83249185,-1.91786820
688,34.40000000,5.73333333,2.48710000,0.00000000,0.05000000,14.76941321,-11.19241239,0.00000039,0.99414899,0.10882360,-0.02928148,16.26498313,8.88225943,0.00000039,0.97042390,0.36259738,-0.53397461,16.33533587,8.75351924,0.00000039,0.95621415,0.78578777,-1.76490406,3.90534668,18.11634721,0.00000039,0.96454011,0.49691306,-0.88836118,3.60726483,18.17842701,0.00000039,0.95604723,0.79316190,-1.78887520,-11.55559013,14.48871907,0.00000039,0.96400174,0.51163053,-0.92960580,-6.79516454,17.24029119,0.00000039,0.99646338,0.09728753,-0.01527566,-17.99150206,4.44169376,0.00000039,0.98360673,0.18343059,-0.14512681,-18.08724563,-4.03422206,0.00000039,0.98322999,0.18695335,-0.15147033,-15.79450050,-9.69535469,0.00000039,0.95692083,0.75537101,-1.66676674,-5.96693822,-17.54580543,0.00000039,0.96092665,0.60515527,-1.20113020,3.90166469,-18.11665895,0.00000039,0.97527987,0.28101807,-0.34221359,9.17726434,-16.10090677,0.00000039,0.95985598,0.64188449,-1.31185342,9.36291462,-15.99198815,0.00000039,0.99279909,0.11622232,-0.03891700
689,34.45000000,5.74166667,2.48710000,0.00000000,0.05000000,17.47305649,-6.12920360,0.00000027,0.95036701,0.79224610,-1.78589448,16.30932243,8.76739895,0.00000027,0.95780358,0.54957650,-1.03787120,13.95352925,12.17249886,0.00000027,0.95263410,0.70789643,-1.51606110,1.63412480,18.44390007,0.00000027,0.96519188,0.38591278,-0.59235918,7.71807566,16.82924659,0.00000027,0.99568159,0.09853095,-0.01672222,-9.02556388,16.16816027,0.00000027,0.95290672,0.69842322,-1.48636334,-13.98450953,12.13448239,0.00000027,0.98474462,0.15817926,-0.10172092,-18.35696825,-2.42215151,0.00000027,0.96667962,0.35980489,-0.52708056,-15.44211108,-10.21707443,0.00000027,0.96541619,0.38184914,-0.58207950,-10.05778437,-15.54605899,0.00000027,0.97003933,0.30758137,-0.40234239,-1.63067809,-18.44422086,0.00000027,0.96487338,0.39176285,-0.60723297,-4.54357511,-17.94873718,0.00000027,0.99073971,0.12176708,-0.04644863,11.36612811,-14.61640931,0.00000027,0.97590183,0.23498706,-0.24412222,7.47007179,-16.94343015,0.00000027,0.94655052,0.95966190,-2.34726176
690,34.50000000,5.75000000,2.48710000,0.00000000,-0.05000000,18.50409766,0.18131571,0.00000014,0.97651757,0.21144112,-0.19733615,18.36327315,-2.28008562,0.00000014,0.99582717,0.09866015,-0.01687343,17.94335425,4.52123189,0.00000014,0.99813072,0.09036963,-0.00752354,2.95132975,18.26820580,0.00000014,0.97414445,0.23300363,-0.24008664,-7.60491563,16.87081668,0.00000014,0.95811987,0.45850661,-0.78281723,-14.34501419,11.69089675,0.00000014,0.96013040,0.42029140,-0.68099522,-14.60626752,11.36136211,0.00000014,0.98464376,0.15251023,-0.09250910,-18.21563740,3.26568634,0.00000014,0.94697671,0.75134671,-1.65387335,-14.91139505,-10.95951767,0.00000014,0.95697785,0.48187513,-0.84666894,-15.32382356,-10.37304602,0.00000014,0.98758511,0.13579295,-0.06660319,-1.36641981,-18.45472121,0.00000014,0.96956391,0.28166682,-0.34365313,4.69209988,-17.90119629,0.00000014,0.95109186,0.62462273,-1.25954708,13.96579768,-12.14097956,0.00000014,0.96729015,0.30982004,-0.40751756,9.68229724,-15.76901235,0.00000014,0.99579789,0.09877071,-0.01700296
691,34.55000000,5.75833333,2.48710000,0.00000000,-0.05000000,17.79876467,5.04702833,0.00000002,0.95565859,0.46535447,-0.80140746,13.57526328,12.56897987,0.00000002,0.95981533,0.39206031,-0.60799160,15.00467393,10.82203548,0.00000002,0.98863316,0.12746932,-0.05445750,3.88794090,18.08712894,0.00000002,0.97852388,0.18674347,-0.15109052,-0.59505759,18.49063447,0.00000002,0.98594305,0.14092960,-0.07435519,-0.86256986,18.47995323,0.00000002,0.99976835,0.08489868,-0.00176617,-16.49464923,8.37773214,0.00000002,0.97983003,0.17762625,-0.13482300,-17.90401135,-4.65998619,0.00000002,0.95405649,0.49746621,-0.88990355,-18.47181361,-1.02342396,0.00000002,0.99252862,0.11039343,-0.03128499,-9.46957043,-15.89333311,0.00000002,0.94929427,0.60797762,-1.20956103,-6.52193227,-17.31291999,0.00000002,0.94372533,0.77211699,-1.72064789,-5.22989414,-17.74606065,0.00000002,0.93909096,0.94554926,-2.29873494,15.21583380,-10.52360231,0.00000002,0.95765192,0.42850471,-0.70259621,14.95415992,-10.89178125,0.00000002,0.98555013,0.14302169,-0.07756653
692,34.60000000,5.76666667,2.48710000,0.00000000,-0.05000000,17.19015527,6.84116249,-0.00000011,0.95978029,0.40006922,-0.62850167,14.14865570,11.92173059,-0.00000011,0.97187490,0.24487745,-0.26449277,17.49116339,6.03260973,-0.00000011,0.99963184,0.08307945,0.00007127,0.13971122,18.50118591,-0.00000011,0.97356364,0.22902220,-0.23203696,-9.98238974,15.57753049,-0.00000011,0.96586843,0.31168224,-0.41183477,-14.70129114,11.23245767,-0.00000011,0.95071697,0.58600291,-1.14426998,-18.24400933,3.07684959,-0.00000011,0.97024270,0.26133953,-0.29927693,-18.04737486,-4.07281103,-0.00000011,0.95000837,0.60406951,-1.19789037,-14.65594118,-11.29234741,-0.00000011,0.97398866,0.22520973,-0.22439375,-6.37151336,-17.36957716,-0.00000011,0.95378396,0.51428891,-0.93710121,-11.91707812,-14.15170182,-0.00000011,0.93931324,0.96451561,-2.36399954,8.48227502,-16.44272210,-0.00000011,0.97185054,0.24511465,-0.26498630,15.49604858,-10.10848987,-0.00000011,0.96788214,0.28730917,-0.35623568,9.80438501,-15.69099284,-0.00000011,0.99969093,0.08325784,-0.00010715
693,34.65000000,5.77500000,2.48710000,0.00000000,-0.05000000,18.09734433,3.88560313,-0.00000023,0.97886608,0.19774189,-0.17130524,11.86372014,14.20672729,-0.00000023,0.95822403,0.48399716,-0.85252410,5.13882905,17.78176286,-0.00000023,0.97061062,0.28068963,-0.34148539,8.87200318,16.24573971,-0.00000023,0.99440678,0.10494069,-0.02442391,0.73935173,18.49565752,-0.00000023,0.99408554,0.10628945,-0.02609521,-12.37452729,13.76558579,-0.00000023,0.98420737,0.15846056,-0.10218336,-18.39907402,2.01171696,-0.00000023,0.95443475,0.57456612,-1.11061327,-17.86716698,4.83738923,-0.00000023,0.99408701,0.10628326,-0.02608749,-11.50365977,-14.50021902,-0.00000023,0.96550820,0.35030460,-0.50378979,-8.80310311,-16.28248014,-0.00000023,0.98012406,0.18762512,-0.15268756,4.16432234,-18.03465994,-0.00000023,0.96550812,0.35030582,-0.50379275,11.38254261,-14.59513832,-0.00000023,0.95909364,0.46546755,-0.80171529,4.26087855,-18.01357562,-0.00000023,0.99911841,0.08714786,-0.00409167,15.96535208,-9.36669080,-0.00000023,0.98866270,0.13212941,-0.06119264
694,34.70000000,5.78333333,2.48710000,0.00000000,-0.05000000,16.66980314,8.07669264,-0.00000036,0.96021723,0.54740698,-1.03160886,11.45818919,14.55512470,-0.00000036,0.97470057,0.26854129,-0.31482422,8.56865259,16.42203962,-0.00000036,0.95468277,0.72602420,-1.57324222,5.57476644,17.66622364,-0.00000036,0.99206901,0.11982168,-0.04377677,-6.40107742,17.38358696,-0.00000036,0.98627072,0.15602678,-0.09819894,-15.40613482,10.28608461,-0.00000036,0.98059837,0.20305431,-0.18129058,-15.62490297,9.95176718,-0.00000036,0.99304580,0.11466761,-0.03685214,-18.14759490,3.72075765,-0.00000036,0.99522214,0.10402146,-0.02329477,-12.06471175,-14.05545695,-0.00000036,0.95903397,0.58118763,-1.13007191,-10.25181878,-15.42936454,-0.00000036,0.98747003,0.14767096,-0.08481206,-9.33087492,-16.00370938,-0.00000036,0.99779655,0.09278167,-0.01016829,3.12365800,-18.25965390,-0.00000036,0.99136881,0.12366938,-0.04909136,17.35329795,-6.48008505,-0.00000036,0.96741756,0.38238305,-0.58342766,18.45615736,-1.58720261,-0.00000036,0.97864371,0.22262115,-0.21924091
695,34.75000000,5.79166667,2.48710000,0.00000000,0.05000000,18.17107478,3.70336453,-0.00000048,0.95848809,0.76493887,-1.69750695,15.95874861,9.44560625,-0.00000048,0.95723678,0.82281545,-1.88595609,7.67344243,16.88371500,-0.00000048,0.98642073,0.16414424,-0.11163290,6.83184891,17.24182880,-0.00000048,0.99600152,0.10034694,-0.01886305,-13.88159141,12.29716852,-0.00000048,0.97008933,0.39565238,-0.61717051,-16.71666944,8.03033301,-0.00000048,0.98045243,0.22499147,-0.22395814,-18.52422344,-0.88549755,-0.00000048,0.97877331,0.24617301,-0.26719109,-17.98267031,-4.53487648,-0.00000048,0.98640987,0.16423738,-0.11178942,-16.88083314,-7.67705704,-0.00000048,0.95622420,0.87307607,-2.05292262,-8.09026603,-16.68802106,-0.00000048,0.98707064,0.15866958,-0.10252730,1.85234702,-18.45284319,-0.00000048,0.98429792,0.18348014,-0.14521558,8.71170534,-16.37101554,-0.00000048,0.95927672,0.73070966,-1.58809582,17.80501753,-5.18682276,-0.00000048,0.97214447,0.35312511,-0.51067792,16.29978838,-8.84694466,-0.00000048,0.99362680,0.11318717,-0.03490552
696,34.80000000,5.80000000,2.48710000,0.00000000,-0.05000000,15.22168824,10.64176815,-0.00000060,0.96730211,0.54989505,-1.03879143,10.61206334,15.24263720,-0.00000060,0.98288155,0.21835409,-0.21081273,6.76236318,17.29817373,-0.00000060,0.98854682,0.15821225,-0.10177513,-8.11002659,16.70863381,-0.00000060,0.97628587,0.32059901,-0.43265986,-5.45717812,17.75324857,-0.00000060,0.99367835,0.11886717,-0.04247734,-17.28583798,6.79308217,-0.00000060,0.96534287,0.62018742,-1.24618380,-17.55485420,6.06509002,-0.00000060,0.99275776,0.12507326,-0.05106045,-14.19184940,-11.98086809,-0.00000060,0.97359147,0.37614521,-0.56772348,-16.57034649,-8.38851748,-0.00000060,0.95954338,0.89057595,-2.11174538,-4.33993579,-18.05878729,-0.00000060,0.98507235,0.19261661,-0.16180691,6.68109888,-17.32944701,-0.00000060,0.96683321,0.56590674,-1.08528124,11.33344729,-14.71388711,-0.00000060,0.96384539,0.68035871,-1.43009012,15.48969018,-10.24764978,-0.00000060,0.96231502,0.74833299,-1.64423182,14.65560669,-11.40940186,-0.00000060,0.99965613,0.08577342,-0.00266360
